TID: [-1234] [] [2017-04-14 11:06:01,639]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1234] [] [2017-04-14 11:08:48,208]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40338(jndi_user) 
TID: [-1234] [] [2017-04-14 11:08:49,394]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 11:08:49,395]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 11:08:49,397]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 11:08:49,398]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1] [] [2017-04-14 11:17:16,979]  INFO {org.wso2.andes.kernel.AndesRecoveryTask} -  Running DB sync task. 
TID: [-1234] [] [2017-04-14 11:19:21,047]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40390(jndi_user) 
TID: [-1234] [] [2017-04-14 11:19:22,236]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 11:19:22,236]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 11:19:22,238]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 11:19:22,239]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1234] [] [2017-04-14 11:28:08,747]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40552(jndi_user) 
TID: [-1234] [] [2017-04-14 11:28:09,973]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 11:28:09,973]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 11:28:09,976]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 11:28:09,976]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
TID: [-1] [] [2017-04-14 11:32:16,981]  INFO {org.wso2.andes.kernel.AndesRecoveryTask} -  Running DB sync task. 
TID: [-1234] [] [2017-04-14 11:34:26,584]  INFO {org.wso2.andes.server.handler.ConnectionCloseMethodHandler} -  ConnectionClose received with reply code/reply text 200/JMS client is closing the connection. for /10.49.40.202:40700(jndi_user) 
TID: [-1234] [] [2017-04-14 11:34:27,750]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  SASL Mechanism selected: PLAIN 
TID: [-1234] [] [2017-04-14 11:34:27,751]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Locale selected: en_US 
TID: [-1234] [] [2017-04-14 11:34:27,753]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Connected as: jndi_user 
TID: [-1234] [] [2017-04-14 11:34:27,754]  INFO {org.wso2.andes.server.handler.ConnectionStartOkMethodHandler} -  Framesize set to 65535 
